3IZVJEBJ6AIV41CVVLY6XE2YWOV6ZV,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:19 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:43:47 PDT 2018,,,3SNLUL3WO5LYN7IL24A2UP11OF3LUW,A1CF6U3GF7DZEJ,Approved,Tue Apr 17 14:02:08 PDT 2018,Tue Apr 17 14:11:24 PDT 2018,Thu Apr 19 14:11:24 PDT 2018,2018-04-19 21:11:48 UTC,,,556,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=2Zr7lY4WsFA,https://www.youtube.com/watch?v=7nr-irGW9bw,https://www.youtube.com/watch?v=xK9KHSYmDRQ,https://www.youtube.com/watch?v=7oHsDGnZTcw,https://www.youtube.com/watch?v=UU0SP91D9Js,no,3,The basketball player strips off his beard and walks away.,0:23,2,A male actor talks about getting out of the house in two minutes.,N/A,2,The speaker poses before a plate of cannabis cookies.,N/A,2,An overhead shot of the resort is shown.,N/A,3,A message urges viewers to stop global warming.,0:52,,
3RDTX9JRTYZZ2A8NAX9ZQ401CWQ79F,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:23 PDT 2018,,,3ZAZR5XV02GM62IPVEGB8YQTWOZCZR,A1CF6U3GF7DZEJ,Approved,Tue Apr 17 13:05:44 PDT 2018,Tue Apr 17 13:14:16 PDT 2018,Thu Apr 19 13:14:16 PDT 2018,2018-04-19 20:14:48 UTC,,,512,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=3UOGKO7tM34,https://www.youtube.com/watch?v=cXw2gm4yPEE,https://www.youtube.com/watch?v=dJaLU0w5Do4,https://www.youtube.com/watch?v=qXndoRUKAhM,https://www.youtube.com/watch?v=S3QH-ZriX7E,no,3,Steve Colbert smiles to the camera.,0:24,3,The minion does kite skiing.,0:24,3,The model smiles as she eats ice cream.,0:20,1,N/A,N/A,3,Three models in lingerie play in snow confetti.,0:41,,
3WRAAIUSBJX7M8OJKGRXGYO9K7MXAE,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:07 PDT 2018,,,388U7OUMF8ZTAJ1I9HTERUMTDA40RX,AH56J7I291XL7,Approved,Sun Apr 15 16:37:09 PDT 2018,Sun Apr 15 16:44:49 PDT 2018,Tue Apr 17 16:44:49 PDT 2018,2018-04-17 23:44:50 UTC,,,460,100% (9/9),100% (9/9),100% (9/9),https://www.youtube.com/watch?v=453ei_1PbPE,https://www.youtube.com/watch?v=rm6d2oy8GRk,https://www.youtube.com/watch?v=ws3PcFqBLdQ,https://www.youtube.com/watch?v=geMg2QxNml8,https://www.youtube.com/watch?v=DWUE-aWnL8Y,2 unavailable videos,1,na,na,3,get a kids meal for .99,0:25,3,the atari and all of its attachments are shown,0:25,1,na,na,1,"""Advertisement - Tami..."" The YouTube account associated with this video has been terminated due to multiple third-party notifications of copyright infringement.",na,,
3WRAAIUSBJX7M8OJKGRXGYO9K7MXAE,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:07 PDT 2018,,,39L1G8WVWRP1Y61YUAWIN12NDWI314,A31I77PYK7A1I8,Approved,Tue Apr 17 15:40:17 PDT 2018,Tue Apr 17 15:46:54 PDT 2018,Thu Apr 19 15:46:54 PDT 2018,2018-04-19 22:47:48 UTC,,,397,80% (4/5),80% (4/5),80% (4/5),https://www.youtube.com/watch?v=453ei_1PbPE,https://www.youtube.com/watch?v=rm6d2oy8GRk,https://www.youtube.com/watch?v=ws3PcFqBLdQ,https://www.youtube.com/watch?v=geMg2QxNml8,https://www.youtube.com/watch?v=DWUE-aWnL8Y,no,1,The video was not available.,0:00,3,99 C BK Kids Meal,0:26,2,Atari XE video game system unbeatable,0:00,1,The video was not available,0:00,1,"Advertisement - Tami..."" The YouTube account associated with this video has been terminated due to multiple third-party notifications of copyright infringement.",0:00,,
3M7OI89LVYMIW81L37EYMG1DN69C62,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:04 PDT 2018,,,3KAKFY4PGV0CYCXW2HHOF0J9UU7I3H,A1IW8P2O4CK670,Approved,Mon Apr 16 20:50:09 PDT 2018,Mon Apr 16 21:03:21 PDT 2018,Wed Apr 18 21:03:21 PDT 2018,2018-04-19 04:03:48 UTC,,,792,75% (3/4),75% (3/4),75% (3/4),https://www.youtube.com/watch?v=4naT8ckkj5Y,https://www.youtube.com/watch?v=y7ROJjWS2L0,https://www.youtube.com/watch?v=oRValgHDvxE,https://www.youtube.com/watch?v=BJDPKBNuqzE,https://www.youtube.com/watch?v=MBpIkIyxdJ8,NA,3,Kevin Durant dribbles up the court against a defender.,0:12,3,A group of women are dancing and waving flags.,0:01,3,0:19,Andy tells his friends that his dad bet all his money on  Germany's soccer team.,3,The app shows a breakdown of specific costs associated with a home purchase.,0:30,1,NA,NA,,
3TC2K6WK9G0S24S7ZTMQUHOIHAM285,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:22 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:36 PDT 2018,,,3ERMJ6L4DZQGVEOAP8I6KA26GCJ7MB,AXE0P7KYOCPR7,Approved,Wed Apr 18 15:53:36 PDT 2018,Wed Apr 18 16:03:14 PDT 2018,Fri Apr 20 16:03:14 PDT 2018,2018-04-20 23:03:48 UTC,,,578,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=4u_Ed0Bh-s0,https://www.youtube.com/watch?v=064ipuBiWDg,https://www.youtube.com/watch?v=ROzC0-LD1P8,https://www.youtube.com/watch?v=_WJThbomts0,https://www.youtube.com/watch?v=AtUBeFiWi8Q,No,3,The dog jumps in joy after having finally received a chip,0:12,3,The girl in the animated ad is shown sitting quietly as people walk by,0:45,3,One of the men laughingly takes his phone back from his boyfriend,0:10,1,N/A,N/A,3,The couple walks off into nature,0:37,,
3TC2K6WK9G0S24S7ZTMQUHOIHAM285,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:22 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:36 PDT 2018,,,3PB5A5BD0W4G34SOE5KB75I9JFPG77,A1HS2UT856NZSV,Approved,Sun Apr 15 12:46:11 PDT 2018,Sun Apr 15 12:56:57 PDT 2018,Tue Apr 17 12:56:57 PDT 2018,2018-04-17 19:57:48 UTC,,,646,100% (2/2),100% (2/2),100% (2/2),https://www.youtube.com/watch?v=4u_Ed0Bh-s0,https://www.youtube.com/watch?v=064ipuBiWDg,https://www.youtube.com/watch?v=ROzC0-LD1P8,https://www.youtube.com/watch?v=_WJThbomts0,https://www.youtube.com/watch?v=AtUBeFiWi8Q,No.,3,The dog is holding a bag of snacks and eats them.,0:21,3,"It shows Linn, a 14 year old cancer patient.",0:48,2,The same-sex couple are laughing at each other.,0:00,1,The video was not available.,0:00,2,The narrator speaks about the Sony phone.,0:00,,
3VZYA8PITOW2JC6RM8B9Z9LCIM105H,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Fri Apr 20 19:17:10 PDT 2018,,,3LOZAJ85YEBK3PQ8X33KZ01WC0J2XC,AXE0P7KYOCPR7,Approved,Wed Apr 18 16:03:15 PDT 2018,Wed Apr 18 16:07:32 PDT 2018,Fri Apr 20 16:07:32 PDT 2018,2018-04-20 23:07:48 UTC,,,257,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=5gKjLV2wKmg,https://www.youtube.com/watch?v=QRmPD2nMnBc,https://www.youtube.com/watch?v=XhoGR8emqE8,https://www.youtube.com/watch?v=T36fK0A8ByI,https://www.youtube.com/watch?v=othEK43gJHQ,No,3,The girls laugh and eat the crushed ice,0:11,3,A smiling picture of the politician splits into an emoji representation of his slogan,0:04,1,N/A,N/A,3,The woman says that she is one of many who are all voting for Medicare Advantage,0:19,1,N/A,N/A,,
3VZYA8PITOW2JC6RM8B9Z9LCIM105H,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Fri Apr 20 19:17:10 PDT 2018,,,3Z3ZLGNNSJSPFALFFPMXO2AVK0MQ3H,AH56J7I291XL7,Approved,Sun Apr 15 16:54:57 PDT 2018,Sun Apr 15 17:04:29 PDT 2018,Tue Apr 17 17:04:29 PDT 2018,2018-04-18 00:04:49 UTC,,,572,100% (9/9),100% (9/9),100% (9/9),https://www.youtube.com/watch?v=5gKjLV2wKmg,https://www.youtube.com/watch?v=QRmPD2nMnBc,https://www.youtube.com/watch?v=XhoGR8emqE8,https://www.youtube.com/watch?v=T36fK0A8ByI,https://www.youtube.com/watch?v=othEK43gJHQ,na,3,hawaiian ice party put it together yourself,0:26,2,feel the bern with hands open,na,1,na,na,3,He says we're two million strong,0.28,2,na,na,,
3VZYA8PITOW2JC6RM8B9Z9LCIM105H,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Fri Apr 20 19:17:10 PDT 2018,,,38SKSKU7R2VTEGNL8NLOBMDQUQIILZ,A1CF6U3GF7DZEJ,Submitted,Thu Apr 19 15:33:33 PDT 2018,Thu Apr 19 15:38:45 PDT 2018,Sat Apr 21 15:38:45 PDT 2018,,,,312,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=5gKjLV2wKmg,https://www.youtube.com/watch?v=QRmPD2nMnBc,https://www.youtube.com/watch?v=XhoGR8emqE8,https://www.youtube.com/watch?v=T36fK0A8ByI,https://www.youtube.com/watch?v=othEK43gJHQ,no,3,The little black and white girls are smiling as they eat the ices.,0:15,2,Bernie Sanders smiles for the viewer.,N/A,1,N/A,N/A,2,A map shows how many seniors voted for Medicare.,N/A,1,N/A,N/A,,
3VZYA8PITOW2JC6RM8B9Z9LCIM105H,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:20 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Fri Apr 20 19:17:10 PDT 2018,,,3WSELTNVR402RBCS58V2GFZOBU3ATS,ALA2GUSIXFV9Z,Submitted,Thu Apr 19 08:22:52 PDT 2018,Thu Apr 19 08:30:21 PDT 2018,Sat Apr 21 08:30:21 PDT 2018,,,,449,0% (0/0),0% (0/0),0% (0/0),https://www.youtube.com/watch?v=5gKjLV2wKmg,https://www.youtube.com/watch?v=QRmPD2nMnBc,https://www.youtube.com/watch?v=XhoGR8emqE8,https://www.youtube.com/watch?v=T36fK0A8ByI,https://www.youtube.com/watch?v=othEK43gJHQ,No,3,The Barbie logo appeared on screen,:15,3,Hands were shown and flames under them,0:03,1,N/A,N/A,3,"A voice comes on and says ""we are 2 milllion strong""",0:27,1,N/A,N/A,,
