HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_1,Input.video_url_2,Input.video_url_3,Input.video_url_4,Input.video_url_5,Answer.doNotRedirect,Answer.tag3,Answer.vid1tag1,Answer.vid1tag2,Answer.vid1tag3,Answer.vid2tag1,Answer.vid2tag2,Answer.vid2tag3,Answer.vid3tag1,Answer.vid3tag2,Answer.vid3tag3,Answer.vid4tag1,Answer.vid4tag2,Answer.vid4tag3,Answer.vid5tag1,Answer.vid5tag2,Answer.vid5tag3,Approve,Reject
3M0556243SIX65RNTQQGWX82FAEFNG,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:47 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Mon Apr 23 06:08:25 PDT 2018,,,3U5NZHP4LS0J96RZUXWASRLVZLOHPJ,A3TM9RWWBPQBVM,Approved,Wed Apr 18 20:12:27 PDT 2018,Wed Apr 18 20:17:07 PDT 2018,Fri Apr 20 20:17:07 PDT 2018,2018-04-21 03:17:48 UTC,,,280,100% (35/35),100% (35/35),100% (35/35),https://www.youtube.com/watch?v=_UU29bZjgz4,https://www.youtube.com/watch?v=wICpMU9nvRo,https://www.youtube.com/watch?v=syPqNTmupvY,https://www.youtube.com/watch?v=o3MbbQhZfq4,https://www.youtube.com/watch?v=W5N5Hlt7B2M,,2 videos unavailable,2,A baby is laughing and the product is displayed in the corner,N/A,1,N/A,N/A,2,Two links to two videos are displayed,N/A,1,N/A,N/A,3,Product logo is displayed along with where to download it,0:26,,
3M0556243SIX65RNTQQGWX82FAEFNG,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:47 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Mon Apr 23 06:08:25 PDT 2018,,,3ZWFC4W1UV5K7NG8CZCZU19XKVIFR8,A1B2V27QSGPT6W,Approved,Sat Apr 21 10:54:52 PDT 2018,Sat Apr 21 11:03:22 PDT 2018,Mon Apr 23 11:03:22 PDT 2018,2018-04-23 18:03:48 UTC,,,510,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=_UU29bZjgz4,https://www.youtube.com/watch?v=wICpMU9nvRo,https://www.youtube.com/watch?v=syPqNTmupvY,https://www.youtube.com/watch?v=o3MbbQhZfq4,https://www.youtube.com/watch?v=W5N5Hlt7B2M,,no,2,A baby continues to enjoy getting a bath.,N/A,1,N/A,N/A,3,The various Bill Nyes enjoy watching video games.,0:15,1,N/A,N/A,3,The three-headed dragon spits fire.,0:27,,
3BO3NEOQM0FAWDZOLURWDO1UWV7IAQ,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:48 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Mon Apr 23 06:08:40 PDT 2018,,,39O5D9O87UQLL9BWA7L24XLEH1F3CG,A1JLQNPXN3NHVP,Approved,Fri Apr 20 08:03:29 PDT 2018,Fri Apr 20 08:08:50 PDT 2018,Sun Apr 22 08:08:50 PDT 2018,2018-04-22 15:09:48 UTC,,,321,100% (10/10),100% (10/10),100% (10/10),https://www.youtube.com/watch?v=0hySFt8O11A,https://www.youtube.com/watch?v=bRP1QMmfg-A,https://www.youtube.com/watch?v=WypekECQUFE,https://www.youtube.com/watch?v=TiWbtpX4jsI,https://www.youtube.com/watch?v=9Lw-2ZGvyLw,,n/a,3,They display a phone number,0:33,1,n/a,n/a,1,n/a,n/a,3,They display box of snacks,0:23,2,They show Will Ferrell playing video games,n/a,,
3BO3NEOQM0FAWDZOLURWDO1UWV7IAQ,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:48 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Mon Apr 23 06:08:40 PDT 2018,,,3VW04L3ZLU4L45T5LSODPQVSPG0XXC,A3TM9RWWBPQBVM,Approved,Fri Apr 20 21:55:33 PDT 2018,Fri Apr 20 21:59:18 PDT 2018,Sun Apr 22 21:59:18 PDT 2018,2018-04-23 04:59:48 UTC,,,225,100% (35/35),100% (35/35),100% (35/35),https://www.youtube.com/watch?v=0hySFt8O11A,https://www.youtube.com/watch?v=bRP1QMmfg-A,https://www.youtube.com/watch?v=WypekECQUFE,https://www.youtube.com/watch?v=TiWbtpX4jsI,https://www.youtube.com/watch?v=9Lw-2ZGvyLw,,2 videos unavailable,2,screen showing the number for the NHS smoking helpline,N/A,1,N/A,N/A,1,N/A,N/A,2,The product slogan is displayed,N/A,2,Screen showing charity website and charity partners,N/A,,
3BO3NEOQM0FAWDZOLURWDO1UWV7IAQ,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:48 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Mon Apr 23 06:08:40 PDT 2018,,,3ZGVPD4G6UF3SJK0H0B1X8QXKCLZTN,A2EL1B9BOAJID,Approved,Wed Apr 18 13:59:35 PDT 2018,Wed Apr 18 14:05:54 PDT 2018,Fri Apr 20 14:05:54 PDT 2018,2018-04-20 21:06:48 UTC,,,379,100% (12/12),100% (12/12),100% (12/12),https://www.youtube.com/watch?v=0hySFt8O11A,https://www.youtube.com/watch?v=bRP1QMmfg-A,https://www.youtube.com/watch?v=WypekECQUFE,https://www.youtube.com/watch?v=TiWbtpX4jsI,https://www.youtube.com/watch?v=9Lw-2ZGvyLw,,thanks,3,it shows the NHS smoking help phone number,0:29,1,the video was not available,n/a,1,the video was not available,n/a,3,"it shows ""it'll blow you away"" on a screen of flames",0:17,3,"it shows will ferrels face with ""will ferrel super mega blast max""",0:05,,
3BO3NEOQM0FAWDZOLURWDO1UWV7IAQ,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:48 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Mon Apr 23 06:08:40 PDT 2018,,,3KWTYT08711H2SS6132UMD9LPDRL5P,A3TS2NCBAB9L6V,Submitted,Mon Apr 23 03:37:00 PDT 2018,Mon Apr 23 03:43:58 PDT 2018,Wed Apr 25 03:43:58 PDT 2018,,,,418,100% (19/19),100% (19/19),100% (19/19),https://www.youtube.com/watch?v=0hySFt8O11A,https://www.youtube.com/watch?v=bRP1QMmfg-A,https://www.youtube.com/watch?v=WypekECQUFE,https://www.youtube.com/watch?v=TiWbtpX4jsI,https://www.youtube.com/watch?v=9Lw-2ZGvyLw,,2nd and 3rd vid not available!,3,The NHS smoking hotline appears on the screen.,0:37,1,video not available,video not available,1,video not available,video not available,3,"The voiceover says, ""Gushers Fruit Snacks: It'll blow you away!""",0:26,2,"""Will Ferrell's Super Mega Blast Max"" appears on the screen.",no climax,,
3GL25Y6843S8O9X8HJH2PPJ9EP0MXE,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:49 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:41:39 PDT 2018,,,33PPO7FECWDAG4ZTV6N0S95LLNHDIR,A1CF6U3GF7DZEJ,Approved,Sat Apr 21 19:58:54 PDT 2018,Sat Apr 21 20:06:37 PDT 2018,Mon Apr 23 20:06:37 PDT 2018,2018-04-24 03:06:48 UTC,,,463,99% (2187/2199),100% (51/51),100% (45/45),https://www.youtube.com/watch?v=0WUF3yjgGf4,https://www.youtube.com/watch?v=7_dgiNoBWio,https://www.youtube.com/watch?v=czcb5dXjlZA,https://www.youtube.com/watch?v=913xrM9FYpI,https://www.youtube.com/watch?v=k6SVsf0k2i0,,no,2,A man drives a car while talking on his cell phone.,N/A,3,The massage therapist turns on the tv to a sports event.,0:56,1,N/A,N/A,3,The ad announces the fun is back and a photo of the game console is shown.,0:25,1,N/A,N/A,,
3GL25Y6843S8O9X8HJH2PPJ9EP0MXE,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:49 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:41:39 PDT 2018,,,3A1PQ49WVIFGSE8X9VLKRV3XWBG1H9,A2JY56TZCEPK3J,Approved,Fri Apr 20 16:03:14 PDT 2018,Fri Apr 20 16:15:38 PDT 2018,Sun Apr 22 16:15:38 PDT 2018,2018-04-22 23:15:48 UTC,,,744,100% (118/118),100% (116/116),100% (115/115),https://www.youtube.com/watch?v=0WUF3yjgGf4,https://www.youtube.com/watch?v=7_dgiNoBWio,https://www.youtube.com/watch?v=czcb5dXjlZA,https://www.youtube.com/watch?v=913xrM9FYpI,https://www.youtube.com/watch?v=k6SVsf0k2i0,,none,2,a man is talking on a cell phone,na,2,a guy sits up to watch tv,na,1,na,na,2,an atari system is displayed,na,1,na,na,,
3GL25Y6843S8O9X8HJH2PPJ9EP0MXE,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:49 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:41:39 PDT 2018,,,3R8YZBNQ9IG7GTM2H1PN1JMBQVA7QS,AXE0P7KYOCPR7,Submitted,Tue Apr 24 09:20:07 PDT 2018,Tue Apr 24 09:28:22 PDT 2018,Thu Apr 26 09:28:22 PDT 2018,,,,495,100% (63/63),100% (49/49),100% (32/32),https://www.youtube.com/watch?v=0WUF3yjgGf4,https://www.youtube.com/watch?v=7_dgiNoBWio,https://www.youtube.com/watch?v=czcb5dXjlZA,https://www.youtube.com/watch?v=913xrM9FYpI,https://www.youtube.com/watch?v=k6SVsf0k2i0,,No,3,A man talks on a phone while driving a car.,0:38,3,The man turns to watch a sports game on the wall mounted TV,0:47,1,N/A,N/A,3,The man and boy congratulate the middle boy for doing well in the game,0:20,1,N/A,N/A,,
3GL25Y6843S8O9X8HJH2PPJ9EP0MXE,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:49 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:41:39 PDT 2018,,,3TAYZSBPLM6C78493TXX0SK4X4O2SD,A1LQLIHRB3SCXN,Submitted,Tue Apr 24 16:16:25 PDT 2018,Tue Apr 24 16:22:09 PDT 2018,Thu Apr 26 16:22:09 PDT 2018,,,,344,0% (0/0),0% (0/0),0% (0/0),https://www.youtube.com/watch?v=0WUF3yjgGf4,https://www.youtube.com/watch?v=7_dgiNoBWio,https://www.youtube.com/watch?v=czcb5dXjlZA,https://www.youtube.com/watch?v=913xrM9FYpI,https://www.youtube.com/watch?v=k6SVsf0k2i0,,No.,2,Motorola copyright appears on black background.,N/A,3,TV channel logo appears on black background.,0:55,1,N/A,N/A,2,Song ends and product is displayed.,N/A,1,N/A,N/A,,
3L4YG5VW9NQRM9MEDQHNCSTNPTWDDL,3W679PTMVNUVU91TKMWAWP18H19BXY,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.40 ,Mon Apr 16 13:24:49 PDT 2018,4,BatchId:3197141;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:41:36 PDT 2018,,,3DIP6YHAPDQMJ41GIFMTL2TSITM8EW,A2JY56TZCEPK3J,Approved,Wed Apr 18 12:39:34 PDT 2018,Wed Apr 18 12:52:40 PDT 2018,Fri Apr 20 12:52:40 PDT 2018,2018-04-20 19:52:48 UTC,,,786,100% (118/118),100% (116/116),100% (115/115),https://www.youtube.com/watch?v=1Fki1SJ17kQ,https://www.youtube.com/watch?v=OEQzJRRIXKs,https://www.youtube.com/watch?v=Rm5HibK7qso,https://www.youtube.com/watch?v=8mnFRw-6mUo,https://www.youtube.com/watch?v=RhY_pQm0wYM,,none,3,A man and woman stand together,0:45,3,a group of people are dancing in a yard,0:07,3,a car drives down the street,0:35,3,a guy's clothes are changing,0:10,2,a can of milkmaid is shown,na,,
